rank,lemma,pos,freq,ipm,ARF,total_freq,source_tags,rows
151,zaczynać,verb,26165.0,320.4,13292.85,26165.0,fin;imps;impt;inf;pcon;praet,6
152,wojna,noun,36333.0,444.9,13211.08,36333.0,subst,1
153,dostać,verb,24126.0,295.43,13083.63,24126.0,fin;inf;pant;praet,4
154,udział,noun,27271.0,333.94,13044.18,27271.0,subst,1
155,podobny,adjective,22947.0,280.99,13008.51,22947.0,adj,1
156,ulica,noun,29888.0,365.98,12976.29,29888.0,subst,1
157,ciało,noun,32229.0,394.65,12939.44,32229.0,subst,1
158,zasada,noun,26462.0,324.03,12932.61,26462.0,subst,1
159,brać,verb,22967.0,281.23,12924.04,22967.0,fin;imps;impt;inf;pcon;praet,6
160,dojść,verb,23272.0,284.96,12875.83,23272.0,fin;impt;inf;pant;praet,5
161,woda,noun,32388.0,396.6,12848.53,32388.0,subst,1
162,znajdować,verb,24075.0,294.8,12682.52,24075.0,fin;imps;impt;inf;pcon;praet,6
163,działanie,noun,28304.0,346.59,12516.55,28304.0,subst,1
164,rząd,noun,31671.0,387.82,12503.09,31671.0,subst,1
165,firma,noun,38200.0,467.77,12499.5,38200.0,subst,1
166,ziemia,noun,27726.0,339.51,12496.87,27726.0,subst,1
167,mieszkaniec,noun,31216.0,382.25,12471.05,31216.0,subst,1
168,wzgląd,noun,22898.0,280.39,12363.94,22898.0,subst,1
169,punkt,noun,24525.0,300.31,12314.68,24525.0,subst,1
170,ogół,noun,22216.0,272.04,12225.16,22216.0,subst,1
171,samochód,noun,31171.0,381.69,12171.09,31171.0,subst,1
172,prosić,verb,25936.0,317.59,12140.22,25936.0,fin;imps;impt;inf;pcon;praet,6
173,szukać,verb,21857.0,267.63,12139.01,21857.0,fin;imps;impt;inf;pcon;praet,6
174,prawdziwy,adjective,22046.0,269.96,12109.91,22046.0,adj,1
175,rada,noun,27430.0,335.88,11980.73,27430.0,subst,1
176,noc,noun,25641.0,313.98,11924.52,25641.0,subst,1
177,liczyć,verb,20951.0,256.55,11769.38,20951.0,fin;imps;impt;inf;pcon;praet,6
178,rola,noun,24634.0,301.65,11701.85,24634.0,subst,1
179,nadzieja,noun,21543.0,263.8,11643.22,21543.0,subst,1
180,działać,verb,21366.0,261.63,11618.5,21366.0,fin;imps;impt;inf;pcon;praet,6
181,trzeci,adjective,20810.0,254.82,11601.88,20810.0,adj,1
182,tysiąc,noun,24911.0,305.04,11575.7,24911.0,subst,1
183,drzwi,noun,30488.0,373.33,11558.03,30488.0,subst,1
184,bóg,noun,35043.0,429.11,11491.29,35043.0,subst,1
185,fakt,noun,21593.0,264.41,11484.19,21593.0,subst,1
186,rozumieć,verb,23167.0,283.68,11453.5,23167.0,fin;imps;inf;pcon;praet,5
187,związany,adjective,22844.0,279.73,11437.08,22844.0,adj,1
188,brak,noun,21451.0,262.67,11393.96,21451.0,subst,1
189,plan,noun,22655.0,277.41,11359.77,22655.0,subst,1
190,wynik,noun,25041.0,306.63,11357.73,25041.0,subst,1
191,wspólny,adjective,21405.0,262.11,11350.44,21405.0,adj,1
192,trwać,verb,20049.0,245.5,11189.58,20049.0,fin;impt;inf;pcon;praet,5
193,polityczny,adjective,33142.0,405.83,11184.73,33142.0,adj;adja,2
194,granica,noun,22676.0,277.67,11133.99,22676.0,subst,1
195,stanowić,verb,23367.0,286.13,11117.16,23367.0,fin;imps;inf;pcon;praet,5
196,wejść,verb,20859.0,255.42,11063.92,20859.0,fin;impt;inf;pant;praet,5
197,daleki,adjective,19540.0,239.27,11028.04,19540.0,adj;adjp,2
198,okazja,noun,19430.0,237.92,11010.15,19430.0,subst,1
199,góra,noun,22828.0,279.53,10996.29,22828.0,subst,1
200,oznaczać,verb,21059.0,257.87,10925.36,21059.0,fin;imps;inf;pcon;praet,5
201,system,noun,29418.0,360.23,10903.73,29418.0,subst,1
202,język,noun,26227.0,321.15,10853.14,26227.0,subst,1
203,postać,noun,21919.0,268.4,10820.16,21919.0,subst,1
204,stawać,verb,21374.0,261.73,10789.21,21374.0,fin;impt;inf;pcon;praet,5
205,trafić,verb,19572.0,239.66,10687.96,19572.0,fin;imps;impt;inf;pant;praet,6
206,piękny,adjective,21377.0,261.76,10675.08,21377.0,adj,1
207,serce,noun,22409.0,274.4,10655.91,22409.0,subst,1
208,znany,adjective,19449.0,238.16,10614.85,19449.0,adj,1
209,pomóc,verb,19498.0,238.76,10583.63,19498.0,fin;impt;inf;praet,4
210,słyszeć,verb,21684.0,265.53,10560.64,21684.0,fin;imps;impt;inf;pant;pcon;praet,7
211,siedzieć,verb,23583.0,288.77,10548.86,23583.0,fin;imps;impt;inf;pcon;praet,6
212,odpowiedź,noun,19093.0,233.8,10459.39,19093.0,subst,1
213,projekt,noun,29530.0,361.6,10421.76,29530.0,subst,1
214,rodzaj,noun,20234.0,247.77,10384.3,20234.0,subst,1
215,wrażenie,noun,19283.0,236.12,10356.41,19283.0,subst,1
216,patrzeć,verb,22255.0,272.51,10318.82,22255.0,fin;impt;inf;pcon;praet,5
217,forma,noun,22266.0,272.65,10309.83,22266.0,subst,1
218,szansa,noun,19222.0,235.38,10265.88,19222.0,subst,1
219,walka,noun,22409.0,274.4,10217.97,22409.0,subst,1
220,dziać,verb,18544.0,227.08,10215.57,18544.0,fin;inf;praet,3
221,połowa,noun,18907.0,231.52,10213.79,18907.0,subst,1
222,czarny,adjective,21741.0,266.23,10194.7,21741.0,adj;adja,2
223,kultura,noun,27606.0,338.04,10179.59,27606.0,subst,1
224,biały,adjective,21389.0,261.91,10178.94,21389.0,adj;adja,2
225,istnieć,verb,19495.0,238.72,10172.35,19495.0,fin;inf;pcon;praet,4
226,okres,noun,23154.0,283.52,10134.28,23154.0,subst,1
227,opowiadać,verb,20485.0,250.84,10122.8,20485.0,fin;imps;impt;inf;pcon;praet,6
228,trudny,adjective,18560.0,227.27,10084.81,18560.0,adj,1
229,uznać,verb,18707.0,229.06,10070.36,18707.0,fin;imps;impt;inf;pant;praet,6
230,pozwolić,verb,17642.0,216.04,10051.61,17642.0,fin;imps;impt;inf;pant;praet,6
231,publiczny,adjective,24225.0,296.64,10028.07,24225.0,adj;adja,2
232,szczęście,noun,18716.0,229.18,9963.81,18716.0,subst,1
233,czytać,verb,20054.0,245.57,9960.45,20054.0,fin;imps;impt;inf;pcon;praet,6
234,pomysł,noun,18981.0,232.43,9941.39,18981.0,subst,1
235,kolej,noun,19018.0,232.88,9927.77,19018.0,subst,1
236,spotkać,verb,17639.0,216.0,9918.43,17639.0,fin;imps;impt;inf;pant;praet,6
237,rozmawiać,verb,19118.0,234.11,9915.92,19118.0,fin;imps;impt;inf;pcon;praet,6
238,lubić,verb,21449.0,262.65,9897.08,21449.0,fin;imps;inf;pcon;praet,5
239,ciekawy,adjective,17918.0,219.4,9884.1,17918.0,adj;adjc,2
240,program,noun,26349.0,322.65,9852.97,26349.0,subst,1
241,pokój,noun,24531.0,300.39,9843.75,24531.0,subst,1
242,wpływ,noun,19754.0,241.89,9791.86,19754.0,subst,1
243,potrzeba,noun,19232.0,235.5,9783.61,19232.0,subst,1
244,starać,verb,18597.0,227.72,9767.5,18597.0,fin;imps;impt;inf;pcon;praet,6
245,teren,noun,22371.0,273.94,9746.1,22371.0,subst,1
246,rodzic,noun,26290.0,321.93,9732.29,26290.0,subst,1
247,wracać,verb,19141.0,234.39,9692.14,19141.0,fin;imps;impt;inf;pcon;praet,6
248,Europa,noun,24682.0,302.24,9666.78,24682.0,subst,1
249,podstawa,noun,20943.0,256.45,9625.03,20943.0,subst,1
250,dawny,adjective,18293.0,224.0,9587.55,18293.0,adj;adjp,2
251,pytać,verb,20355.0,249.24,9585.33,20355.0,fin;imps;impt;inf;pcon;praet,6
252,Polak,noun,26347.0,322.62,9564.59,26347.0,depr;subst,2
253,rynek,noun,26794.0,328.1,9524.87,26794.0,subst,1
254,żona,noun,23261.0,284.83,9504.69,23261.0,subst,1
255,możliwy,adjective,16939.0,207.42,9493.48,16939.0,adj,1
256,obraz,noun,22789.0,279.06,9479.0,22789.0,subst,1
257,zajmować,verb,16949.0,207.54,9448.47,16949.0,fin;imps;impt;inf;pcon;praet,6
258,liczba,noun,21854.0,267.61,9424.64,21854.0,subst,1
259,przejść,verb,16544.0,202.59,9422.1,16544.0,fin;impt;inf;pant;praet,5
260,kierunek,noun,18412.0,225.46,9354.3,18412.0,subst,1
261,poziom,noun,20660.0,252.99,9353.84,20660.0,subst,1
262,wynikać,verb,18626.0,228.08,9323.16,18626.0,fin;inf;praet,3
263,kwestia,noun,18614.0,227.93,9313.68,18614.0,subst,1
264,wartość,noun,22371.0,273.94,9293.62,22371.0,subst,1
265,skończyć,verb,16524.0,202.34,9276.29,16524.0,fin;imps;impt;inf;pant;praet,6
266,powrót,noun,17145.0,209.94,9265.84,17145.0,subst,1
267,zapytać,verb,24079.0,294.85,9257.04,24079.0,fin;imps;impt;inf;pant;praet,6
268,przypominać,verb,17273.0,211.51,9244.3,17273.0,fin;imps;impt;inf;pcon;praet,6
269,usłyszeć,verb,18748.0,229.58,9236.24,18748.0,fin;imps;impt;inf;pant;praet,6
270,mieszkanie,noun,26182.0,320.6,9223.86,26182.0,subst,1
271,zdjęcie,noun,22230.0,272.21,9217.27,22230.0,subst,1
272,napisać,verb,17881.0,218.95,9197.78,17881.0,fin;imps;impt;inf;pant;praet,6
273,imię,noun,17918.0,219.41,9181.32,17918.0,subst,1
274,film,noun,30095.0,368.52,9163.43,30095.0,subst,1
275,wolny,adjective,17276.0,211.55,9148.08,17276.0,adj;adjp,2
276,mieszkać,verb,18379.0,225.05,9141.38,18379.0,fin;imps;impt;inf;pcon;praet,6
277,sąd,noun,31138.0,381.29,9087.66,31138.0,subst,1
278,pokazać,verb,16212.0,198.52,9077.6,16212.0,fin;imps;impt;inf;praet,5
279,znaczenie,noun,18007.0,220.5,9074.76,18007.0,subst,1
280,kościół,noun,32792.0,401.54,9057.92,32792.0,subst,1
281,zespół,noun,24480.0,299.76,9055.21,24480.0,subst,1
282,wierzyć,verb,17421.0,213.33,9044.69,17421.0,fin;imps;impt;inf;pcon;praet,6
283,tłumaczyć,verb,17398.0,213.03,9035.89,17398.0,fin;imps;impt;inf;pcon;praet,6
284,wystarczyć,verb,16234.0,198.78,9022.0,16234.0,fin;inf;praet,3
285,ciąg,noun,16366.0,200.4,9015.24,16366.0,subst,1
286,krok,noun,18047.0,220.99,9013.1,18047.0,subst,1
287,akcja,noun,21153.0,259.02,8966.26,21153.0,subst,1
288,zauważyć,verb,17603.0,215.56,8964.55,17603.0,fin;imps;impt;inf;pant;praet,6
289,światło,noun,18975.0,232.35,8955.48,18975.0,subst,1
290,noga,noun,20051.0,245.53,8944.49,20051.0,subst,1
291,bać,verb,18649.0,228.35,8928.12,18649.0,fin;imps;impt;inf;pcon;praet,6
292,ogromny,adjective,16504.0,202.09,8922.87,16504.0,adj,1
